1981-02-06,1401-04-01
1981-03-07,1401-05-01
1981-04-06,1401-06-01
1981-05-05,1401-07-01
1981-06-04,1401-08-01
1981-07-03,1401-09-01
1981-08-01,1401-10-01
1981-08-31,1401-11-01
1981-09-29,1401-12-01
1981-10-29,1402-01-01
1981-11-28,1402-02-01
1981-12-28,1402-03-01
1982-01-26,1402-04-01
1982-02-25,1402-05-01
1982-03-26,1402-06-01
1982-04-25,1402-07-01
1982-05-24,1402-08-01
1982-06-23,1402-09-01
1982-07-22,1402-10-01
1982-08-20,1402-11-01
1982-09-18,1402-12-01
1982-10-18,1403-01-01
1982-11-17,1403-02-01
1982-12-17,1403-03-01
1983-01-15,1403-04-01
1983-02-14,1403-05-01
1983-03-16,1403-06-01
1983-04-14,1403-07-01
1983-05-14,1403-08-01
1983-06-12,1403-09-01
1983-07-12,1403-10-01
1983-08-10,1403-11-01
1983-09-08,1403-12-01
1983-10-07,1404-01-01
1983-11-06,1404-02-01
1983-12-06,1404-03-01
1984-01-04,1404-04-01
1984-02-03,1404-05-01
1984-03-04,1404-06-01
1984-04-03,1404-07-01
1984-05-02,1404-08-01
1984-06-01,1404-09-01
1984-06-30,1404-10-01
1984-07-29,1404-11-01
1984-08-28,1404-12-01
1984-09-26,1405-01-01
1984-10-26,1405-02-01
1984-11-24,1405-03-01
1984-12-24,1405-04-01
1985-01-22,1405-05-01
1985-02-21,1405-06-01
1985-03-23,1405-07-01
1985-04-21,1405-08-01
1985-05-21,1405-09-01
1985-06-20,1405-10-01
1985-07-19,1405-11-01
1985-08-17,1405-12-01
1985-09-16,1406-01-01
1985-10-15,1406-02-01
1985-11-14,1406-03-01
1985-12-13,1406-04-01
1986-01-11,1406-05-01
1986-02-10,1406-06-01
1986-03-12,1406-07-01
1986-04-10,1406-08-01
1986-05-10,1406-09-01
1986-06-09,1406-10-01
1986-07-08,1406-11-01
1986-08-07,1406-12-01
1986-09-05,1407-01-01
1986-10-05,1407-02-01
1986-11-03,1407-03-01
1986-12-03,1407-04-01
1987-01-01,1407-05-01
1987-01-31,1407-06-01
1987-03-01,1407-07-01
1987-03-31,1407-08-01
1987-04-29,1407-09-01
1987-05-29,1407-10-01
1987-06-27,1407-11-01
1987-07-27,1407-12-01
1987-08-26,1408-01-01
1987-09-24,1408-02-01
1987-10-24,1408-03-01
1987-11-22,1408-04-01
1987-12-22,1408-05-01
1988-01-20,1408-06-01
1988-02-19,1408-07-01
1988-03-19,1408-08-01
1988-04-18,1408-09-01
1988-05-17,1408-10-01
1988-06-15,1408-11-01
1988-07-15,1408-12-01
1988-08-14,1409-01-01
1988-09-12,1409-02-01
1988-10-12,1409-03-01
1988-11-11,1409-04-01
1988-12-10,1409-05-01
1989-01-09,1409-06-01
1989-02-07,1409-07-01
1989-03-09,1409-08-01
1989-04-07,1409-09-01
1989-05-06,1409-10-01
1989-06-05,1409-11-01
1989-07-04,1409-12-01
1989-08-03,1410-01-01
1989-09-01,1410-02-01
1989-10-01,1410-03-01
1989-10-31,1410-04-01
1989-11-29,1410-05-01
1989-12-29,1410-06-01
1990-01-28,1410-07-01
1990-02-26,1410-08-01
1990-03-28,1410-09-01
1990-04-26,1410-10-01
1990-05-25,1410-11-01
1990-06-24,1410-12-01
1990-07-23,1411-01-01
1990-08-22,1411-02-01
1990-09-20,1411-03-01
1990-10-20,1411-04-01
1990-11-19,1411-05-01
1990-12-18,1411-06-01
1991-01-17,1411-07-01
1991-02-16,1411-08-01
1991-03-17,1411-09-01
1991-04-16,1411-10-01
1991-05-15,1411-11-01
1991-06-14,1411-12-01
1991-07-13,1412-01-01
1991-08-11,1412-02-01
1991-09-09,1412-03-01
1991-10-09,1412-04-01
1991-11-08,1412-05-01
1991-12-07,1412-06-01
1992-01-06,1412-07-01
1992-02-05,1412-08-01
1992-03-06,1412-09-01
1992-04-04,1412-10-01
1992-05-04,1412-11-01
1992-06-02,1412-12-01
1992-07-02,1413-01-01
1992-07-31,1413-02-01
1992-08-29,1413-03-01
1992-09-27,1413-04-01
1992-10-27,1413-05-01
1992-11-26,1413-06-01
1992-12-25,1413-07-01
1993-01-24,1413-08-01
1993-02-23,1413-09-01
1993-03-24,1413-10-01
1993-04-23,1413-11-01
1993-05-23,1413-12-01
1993-06-21,1414-01-01
1993-07-20,1414-02-01
1993-08-19,1414-03-01
1993-09-17,1414-04-01
1993-10-17,1414-05-01
1993-11-15,1414-06-01
1993-12-14,1414-07-01
1994-01-13,1414-08-01
1994-02-12,1414-09-01
1994-03-13,1414-10-01
1994-04-12,1414-11-01
1994-05-12,1414-12-01
1994-06-11,1415-01-01
1994-07-10,1415-02-01
1994-08-08,1415-03-01
1994-09-07,1415-04-01
1994-10-06,1415-05-01
1994-11-05,1415-06-01
1994-12-04,1415-07-01
1995-01-02,1415-08-01
1995-02-01,1415-09-01
1995-03-03,1415-10-01
1995-04-01,1415-11-01
1995-05-01,1415-12-01
1995-05-31,1416-01-01
1995-06-29,1416-02-01
1995-07-29,1416-03-01
1995-08-27,1416-04-01
1995-09-26,1416-05-01
1995-10-25,1416-06-01
1995-11-24,1416-07-01
1995-12-23,1416-08-01
1996-01-21,1416-09-01
1996-02-20,1416-10-01
1996-03-21,1416-11-01
1996-04-19,1416-12-01
1996-05-19,1417-01-01
1996-06-17,1417-02-01
1996-07-17,1417-03-01
1996-08-15,1417-04-01
1996-09-14,1417-05-01
1996-10-14,1417-06-01
1996-11-12,1417-07-01
1996-12-12,1417-08-01
1997-01-10,1417-09-01
1997-02-09,1417-10-01
1997-03-10,1417-11-01
1997-04-09,1417-12-01
1997-05-08,1418-01-01
1997-06-06,1418-02-01
1997-07-06,1418-03-01
1997-08-05,1418-04-01
1997-09-03,1418-05-01
1997-10-03,1418-06-01
1997-11-02,1418-07-01
1997-12-01,1418-08-01
1997-12-31,1418-09-01
1998-01-29,1418-10-01
1998-02-28,1418-11-01
1998-03-29,1418-12-01
1998-04-27,1419-01-01
1998-05-27,1419-02-01
1998-06-25,1419-03-01
1998-07-25,1419-04-01
1998-08-23,1419-05-01
1998-09-22,1419-06-01
1998-10-22,1419-07-01
1998-11-20,1419-08-01
1998-12-20,1419-09-01
1999-01-19,1419-10-01
1999-02-17,1419-11-01
1999-03-19,1419-12-01
1999-04-17,1420-01-01
1999-05-16,1420-02-01
1999-06-15,1420-03-01
1999-07-14,1420-04-01
1999-08-13,1420-05-01
1999-09-11,1420-06-01
1999-10-11,1420-07-01
1999-11-09,1420-08-01
1999-12-09,1420-09-01
2000-01-08,1420-10-01
2000-02-07,1420-11-01
2000-03-07,1420-12-01
2000-04-06,1421-01-01
2000-05-05,1421-02-01
2000-06-04,1421-03-01
2000-07-03,1421-04-01
2000-08-01,1421-05-01
2000-08-30,1421-06-01
2000-09-29,1421-07-01
2000-10-28,1421-08-01
2000-11-27,1421-09-01
2000-12-27,1421-10-01
2001-01-26,1421-11-01
2001-02-24,1421-12-01
2001-03-26,1422-01-01
2001-04-25,1422-02-01
2001-05-24,1422-03-01
2001-06-23,1422-04-01
2001-07-22,1422-05-01
2001-08-20,1422-06-01
2001-09-18,1422-07-01
2001-10-18,1422-08-01
2001-11-16,1422-09-01
2001-12-16,1422-10-01
2002-01-15,1422-11-01
2002-02-13,1422-12-01
2002-03-15,1423-01-01
2002-04-14,1423-02-01
2002-05-14,1423-03-01
2002-06-12,1423-04-01
2002-07-12,1423-05-01
2002-08-10,1423-06-01
2002-09-08,1423-07-01
2002-10-07,1423-08-01
2002-11-06,1423-09-01
2002-12-05,1423-10-01
2003-01-04,1423-11-01
2003-02-02,1423-12-01
2003-03-04,1424-01-01
2003-04-03,1424-02-01
2003-05-03,1424-03-01
2003-06-01,1424-04-01
2003-07-01,1424-05-01
2003-07-30,1424-06-01
2003-08-29,1424-07-01
2003-09-27,1424-08-01
2003-10-27,1424-09-01
2003-11-25,1424-10-01
2003-12-24,1424-11-01
2004-01-23,1424-12-01
2004-02-21,1425-01-01
2004-03-22,1425-02-01
2004-04-21,1425-03-01
2004-05-20,1425-04-01
2004-06-19,1425-05-01
2004-07-19,1425-06-01
2004-08-17,1425-07-01
2004-09-16,1425-08-01
2004-10-15,1425-09-01
2004-11-14,1425-10-01
2004-12-13,1425-11-01
2005-01-11,1425-12-01
2005-02-10,1426-01-01
2005-03-11,1426-02-01
2005-04-10,1426-03-01
2005-05-09,1426-04-01
2005-06-08,1426-05-01
2005-07-08,1426-06-01
2005-08-06,1426-07-01
2005-09-05,1426-08-01
2005-10-05,1426-09-01
2005-11-03,1426-10-01
2005-12-03,1426-11-01
2006-01-01,1426-12-01
2006-01-31,1427-01-01
2006-03-01,1427-02-01
2006-03-30,1427-03-01
2006-04-29,1427-04-01
2006-05-28,1427-05-01
2006-06-27,1427-06-01
2006-07-26,1427-07-01
2006-08-25,1427-08-01
2006-09-24,1427-09-01
2006-10-23,1427-10-01
2006-11-22,1427-11-01
2006-12-22,1427-12-01
2007-01-20,1428-01-01
2007-02-19,1428-02-01
2007-03-20,1428-03-01
2007-04-18,1428-04-01
2007-05-18,1428-05-01
2007-06-16,1428-06-01
2007-07-16,1428-07-01
2007-08-14,1428-08-01
2007-09-13,1428-09-01
2007-10-12,1428-10-01
2007-11-11,1428-11-01
2007-12-11,1428-12-01
2008-01-10,1429-01-01
2008-02-08,1429-02-01
2008-03-09,1429-03-01
2008-04-07,1429-04-01
2008-05-06,1429-05-01
2008-06-05,1429-06-01
2008-07-04,1429-07-01
2008-08-03,1429-08-01
2008-09-01,1429-09-01
2008-09-30,1429-10-01
2008-10-30,1429-11-01
2008-11-29,1429-12-01
2008-12-29,1430-01-01
2009-01-27,1430-02-01
2009-02-26,1430-03-01
2009-03-27,1430-04-01
2009-04-26,1430-05-01
2009-05-25,1430-06-01
2009-06-24,1430-07-01
2009-07-23,1430-08-01
2009-08-21,1430-09-01
2009-09-20,1430-10-01
2009-10-19,1430-11-01
2009-11-18,1430-12-01
2009-12-17,1431-01-01
2010-01-16,1431-02-01
2010-02-15,1431-03-01
2010-03-17,1431-04-01
2010-04-15,1431-05-01
2010-05-15,1431-06-01
2010-06-13,1431-07-01
2010-07-13,1431-08-01
2010-08-11,1431-09-01
2010-09-09,1431-10-01
2010-10-09,1431-11-01
2010-11-07,1431-12-01
2010-12-07,1432-01-01
2011-01-05,1432-02-01
2011-02-04,1432-03-01
2011-03-06,1432-04-01
2011-04-04,1432-05-01
2011-05-04,1432-06-01
2011-06-03,1432-07-01
2011-07-02,1432-08-01
2011-08-01,1432-09-01
2011-08-30,1432-10-01
2011-09-28,1432-11-01
2011-10-28,1432-12-01
2011-11-26,1433-01-01
2011-12-26,1433-02-01
2012-01-24,1433-03-01
2012-02-23,1433-04-01
2012-03-23,1433-05-01
2012-04-22,1433-06-01
2012-05-22,1433-07-01
2012-06-21,1433-08-01
2012-07-20,1433-09-01
2012-08-19,1433-10-01
2012-09-17,1433-11-01
2012-10-16,1433-12-01
2012-11-15,1434-01-01
2012-12-14,1434-02-01
2013-01-13,1434-03-01
2013-02-11,1434-04-01
2013-03-13,1434-05-01
2013-04-11,1434-06-01
2013-05-11,1434-07-01
2013-06-10,1434-08-01
2013-07-09,1434-09-01
2013-08-08,1434-10-01
2013-09-07,1434-11-01
2013-10-06,1434-12-01
2013-11-04,1435-01-01
2013-12-04,1435-02-01
2014-01-02,1435-03-01
2014-02-01,1435-04-01
2014-03-02,1435-05-01
2014-04-01,1435-06-01
2014-04-30,1435-07-01
2014-05-30,1435-08-01
2014-06-28,1435-09-01
2014-07-28,1435-10-01
2014-08-27,1435-11-01
2014-09-25,1435-12-01
2014-10-25,1436-01-01
2014-11-24,1436-02-01
2014-12-23,1436-03-01
2015-01-22,1436-04-01
2015-02-20,1436-05-01
2015-03-21,1436-06-01
2015-04-20,1436-07-01
2015-05-19,1436-08-01
2015-06-18,1436-09-01
2015-07-17,1436-10-01
2015-08-16,1436-11-01
2015-09-15,1436-12-01
2015-10-14,1437-01-01
2015-11-13,1437-02-01
2015-12-12,1437-03-01
2016-01-11,1437-04-01
2016-02-10,1437-05-01
2016-03-10,1437-06-01
2016-04-08,1437-07-01
2016-05-08,1437-08-01
2016-06-06,1437-09-01
2016-07-05,1437-10-01
2016-08-04,1437-11-01
2016-09-03,1437-12-01
2016-10-02,1438-01-01
2016-11-01,1438-02-01
2016-12-01,1438-03-01
2016-12-30,1438-04-01
2017-01-29,1438-05-01
2017-02-28,1438-06-01
2017-03-29,1438-07-01
2017-04-27,1438-08-01
2017-05-27,1438-09-01
2017-06-25,1438-10-01
2017-07-24,1438-11-01
2017-08-23,1438-12-01
2017-09-21,1439-01-01
2017-10-21,1439-02-01
2017-11-20,1439-03-01
2017-12-19,1439-04-01
2018-01-18,1439-05-01
2018-02-17,1439-06-01
2018-03-19,1439-07-01
2018-04-17,1439-08-01
2018-05-16,1439-09-01
2018-06-15,1439-10-01
2018-07-14,1439-11-01
2018-08-12,1439-12-01
2018-09-11,1440-01-01
2018-10-10,1440-02-01
2018-11-09,1440-03-01
2018-12-08,1440-04-01
2019-01-07,1440-05-01
2019-02-06,1440-06-01
2019-03-08,1440-07-01
2019-04-06,1440-08-01
2019-05-06,1440-09-01
2019-06-05,1440-10-01
2019-07-04,1440-11-01
2019-08-02,1440-12-01
2019-08-31,1441-01-01
2019-09-30,1441-02-01
2019-10-29,1441-03-01
2019-11-28,1441-04-01
2019-12-27,1441-05-01
2020-01-26,1441-06-01
2020-02-25,1441-07-01
2020-03-25,1441-08-01
2020-04-24,1441-09-01
2020-05-24,1441-10-01
2020-06-22,1441-11-01
2020-07-22,1441-12-01
2020-08-20,1442-01-01
2020-09-18,1442-02-01
2020-10-18,1442-03-01
2020-11-16,1442-04-01
2020-12-16,1442-05-01
2021-01-14,1442-06-01
2021-02-13,1442-07-01
2021-03-14,1442-08-01
2021-04-13,1442-09-01
2021-05-13,1442-10-01
2021-06-12,1442-11-01
2021-07-11,1442-12-01
2021-08-10,1443-01-01
2021-09-08,1443-02-01
2021-10-07,1443-03-01
2021-11-06,1443-04-01
2021-12-05,1443-05-01
2022-01-04,1443-06-01
2022-02-02,1443-07-01
2022-03-04,1443-08-01
2022-04-02,1443-09-01
2022-05-02,1443-10-01
2022-06-01,1443-11-01
2022-06-30,1443-12-01
2022-07-30,1444-01-01
2022-08-28,1444-02-01
2022-09-27,1444-03-01
2022-10-27,1444-04-01
2022-11-25,1444-05-01
2022-12-24,1444-06-01
2023-01-23,1444-07-01
2023-02-21,1444-08-01
2023-03-23,1444-09-01
2023-04-21,1444-10-01
2023-05-21,1444-11-01
2023-19-30,1444-12-01
2023-07-19,1445-01-01
2023-08-17,1445-02-01
2023-09-16,1445-03-01
2023-10-16,1445-04-01
2023-11-15,1445-05-01
2023-12-14,1445-06-01
2024-01-13,1445-07-01
2024-02-11,1445-08-01
2024-03-11,1445-09-01
2024-04-10,1445-10-01
2024-05-09,1445-11-01
2024-19-07,1445-12-01
2024-07-07,1446-01-01
2024-08-05,1446-02-01
2024-09-04,1446-03-01
2024-10-04,1446-04-01
2024-11-03,1446-05-01
2024-12-02,1446-06-01
